user_id,age,occupation,location_type,avg_daily_income,monthly_income_estimate,income_variance,income_stability,income_source_type,daily_expense,monthly_expense,expense_ratio,essential_spending_ratio,savings_amount,savings_ratio,has_bank_account,digital_transaction_usage,work_days_per_month,avg_work_hours_per_day,location_consistency,upi_transaction_frequency,net_savings,financial_stability_score,risk_index,loan_status
beda06d7-1fb6-454e-bce5-daeffe7520d7,56,Street Vendor,Urban,1125.849246729165,18013.58794766664,0.5187985924315711,0.6584151479881323,Mixed,293.10532707106086,8793.159812131826,0.48814038811578525,0.8158893504336272,9220.428135534816,0.5118596118842148,0,0.40159409888503195,16,12.744765397757057,0.42525544663800247,2.0079704944251597,9220.428135534816,100.0,0.0,1
127fbee4-ee5b-429c-b6f4-b1585b7088c4,46,Cleaner,Urban,323.09098714629965,8400.36566580379,0.23746343186509403,0.8081046875807948,Cash,180.91093533892635,5427.328060167791,0.6460823583265379,0.5733927452092469,2973.037605636,0.3539176416734621,1,0.1684658998534704,26,7.539118584107812,0.3376187430593513,9.097158592087402,2973.037605636,100.0,0.0,1
2e9f8d17-e096-4768-8138-47d1e869cfc2,32,Tailor,Semi-Urban,1151.7278807694993,32248.38066154598,0.2686117459388109,0.7882632359358851,Cash,757.3007111684572,22719.021335053716,0.7045011522747441,0.8925007382327402,9529.359326492264,0.2954988477252559,0,0.10420671373681953,28,8.954675475330284,0.4945289794559871,0.0,9529.359326492264,100.0,0.04937644217625051,1
9641a65b-1d2e-4b7e-8690-bb0635493605,60,Tailor,Rural,1161.1476328418964,32512.1337195731,0.42261864315627323,0.7029290701416395,Cash,536.8180988309798,16104.542964929395,0.49533946630005604,0.8517713168133362,16407.590754643705,0.504660533699944,1,0.20905421036630578,28,10.601277827322694,0.2653063215208253,2.090542103663058,16407.590754643705,100.0,0.011686609761079648,1
2135c1b7-5e6c-4152-a76b-1b2cd375a18c,25,Construction Worker,Rural,1057.6685239286219,21153.370478572437,0.4614524241508422,0.6842508065775983,Mixed,221.14182888939817,6634.254866681945,0.31362637331966525,0.6601040696878384,14519.115611890491,0.6863736266803347,1,0.24624492572535328,20,9.995037864878668,0.9336910189377632,3.9399188116056525,14519.115611890491,100.0,0.0,1
1d5c6644-a1b6-4f6a-9986-bcfb7bd178ac,38,Construction Worker,Semi-Urban,496.9671847972376,14412.048359119892,0.41622147182261887,0.7061042498621639,Digital,223.19893469224195,6695.968040767259,0.464609046120087,0.6660367628290922,7716.080318352633,0.535390953879913,0,0.5532422509910374,29,6.64334700890722,0.6792018934712353,30.981566055498096,7716.080318352633,100.0,0.03742235734046911,1
18bce364-3335-4f36-ae36-928ecf66491e,56,Gig Driver,Urban,749.9470328068404,20248.56988578469,0.19397130531630064,0.8375410661440355,Cash,535.6466733582458,16069.400200747375,0.7936066740213954,0.839597544853942,4179.1696850373155,0.20639332597860457,1,0.2695677297264479,27,8.759712943564422,0.5833963397804364,10.24357372960502,4179.1696850373155,100.0,0.0,1
de571ac4-5697-42b7-85c9-530ca8491c1f,36,Gig Driver,Urban,1300.1593910705128,29903.665994621795,0.49198851584362013,0.6702464458545558,Mixed,566.7420076985838,17002.260230957516,0.5685677546697917,0.6782258524443457,12901.40576366428,0.43143224533020835,1,0.8642815183853374,23,7.82017825196333,0.3037329434348046,62.22826932374429,12901.40576366428,100.0,0.05209833592603104,1
6b73954d-edb6-4701-9c70-9604c8d969a7,40,Tailor,Urban,1071.2621181428142,21425.242362856283,0.24527060032643835,0.8030383113018628,Cash,359.66423200239007,10789.926960071702,0.5036081635546668,0.7032653266552927,10635.315402784581,0.49639183644533325,1,0.2504880247552022,20,9.338139469614733,0.8219526208286179,3.757320371328033,10635.315402784581,100.0,0.0,1
a3f8da21-6d65-4609-a6a9-0a68a5f2bf97,28,Construction Worker,Urban,1152.599485499873,19594.19125349784,0.1676268244658452,0.8564380151659076,Mixed,472.33576190321594,14170.072857096478,0.7231772250139142,0.7983903789279247,5424.118396401362,0.2768227749860857,1,0.8215425954602283,17,8.703856500154588,0.2603266369223481,42.72021496393187,5424.118396401362,100.0,0.018997057837349375,1
ae334382-3765-40b2-b35a-64d5021cd452,28,Street Vendor,Semi-Urban,963.5867201635515,14453.800802453272,0.49513354795696096,0.6688365740749107,Cash,365.8479093234255,10975.437279702764,0.7593461007045207,0.6551959420902806,3478.3635227505074,0.24065389929547928,0,0.21885149354988478,15,11.563060746375719,0.9880734352366894,19.69663441948963,3478.3635227505074,100.0,0.020195339915556,1
96f48976-398f-473f-8c7d-96ce97f3390d,41,Cleaner,Urban,784.462578845312,20396.02704997811,0.3901143078539789,0.7193653028028847,Mixed,497.58864083955393,14927.659225186619,0.731890538711687,0.681607565763785,5468.367824791492,0.26810946128831303,1,0.8747597378633489,26,9.211556800789936,0.8741937150161085,3.4990389514533957,5468.367824791492,100.0,0.0,1
e2b96304-b6ea-41c0-8da9-1350513bf04b,53,Construction Worker,Urban,1186.7676130872408,30855.95794026826,0.13330835252322962,0.8823723903327562,Mixed,383.10087158274666,11493.0261474824,0.37247348371847305,0.5148475694265746,19362.93179278586,0.6275265162815269,0,0.2102143226487736,26,7.932209648680363,0.5767777811288711,1.4715002585414152,19362.93179278586,100.0,0.030095090489141697,1
108620fd-bac1-4b46-9d5b-9c07b8f28d37,57,Construction Worker,Rural,288.3035586761965,8360.803201609699,0.35371476584841915,0.7387080537407493,Mixed,165.77531456626613,4973.259436987984,0.5948303430979558,0.5532720384443993,3387.543764621714,0.4051696569020442,0,0.870402707564856,29,10.95720500130605,0.7374480279491871,62.668994944669635,3387.543764621714,100.0,0.07342546437653064,1
15521de5-3787-4052-a77f-3072eadbb90e,41,Delivery Agent,Urban,1075.1089526143433,19351.96114705818,0.5526784241085814,0.6440483647308468,Mixed,495.4618142264249,14863.854426792746,0.7680800056304525,0.6834637613357606,4488.106720265434,0.23191999436954744,0,0.9177916435442124,18,11.815129878336064,0.2711380779956625,52.3141236820201,4488.106720265434,100.0,0.07824040303966523,1
520267bf-e5ed-42c4-bb2b-3e9823208083,20,Gig Driver,Urban,1496.3658602058829,26934.58548370589,0.2047125930768351,0.8300735011377285,Mixed,684.3245274572004,20529.73582371601,0.7622072311502808,0.5182657950953447,6404.849659989879,0.23779276884971928,0,0.7160037927801968,18,6.866145827416335,0.5908269452358856,8.592045513362361,6404.849659989879,100.0,0.03771048404014084,1
94ae2fdc-ebfb-4130-80fa-7fa3c100b881,39,Cleaner,Urban,1214.2495083084411,36427.48524925324,0.377249284870683,0.7260849658701367,Digital,994.8396719290582,29845.190157871748,0.819304158759726,0.6228052742667115,6582.295091381489,0.1806958412402741,1,0.9993514329292599,30,8.009884570408378,0.8556530725634551,1.9987028658585198,6582.295091381489,100.0,0.09379521890538255,1
e44866ed-fb57-4bfa-af91-856a05bfe018,19,Tailor,Semi-Urban,577.7325650506918,15598.77925636868,0.25996345198417625,0.7936738152406019,Mixed,450.81676414148313,13524.502924244494,0.8670231626441346,0.674897625057857,2074.2763321241855,0.13297683735586543,1,0.23607030726729616,27,7.670459230497547,0.2625569307039868,6.1378279889497005,2074.2763321241855,100.0,0.019655233095629377,0
e3b2e8b4-7d48-4288-bd3d-5beca9fe088b,41,Construction Worker,Semi-Urban,561.1653431169948,12345.637548573886,0.2656540572558327,0.7901053169048273,Mixed,286.9949793099142,8609.849379297426,0.6974001419871587,0.5406469426077755,3735.7881692764604,0.30259985801284134,1,0.8661606977983219,22,7.608698458250141,0.37362974006082833,42.44187419211777,3735.7881692764604,100.0,0.0,1
ab043a49-1fe8-497b-a8a8-df7e55d767e6,61,Tailor,Urban,1067.3841937714965,25617.220650515916,0.21232561248356513,0.8248609034592648,Cash,364.87957544190004,10946.387263257002,0.4273058116879103,0.5261302141117608,14670.833387258914,0.5726941883120896,1,0.17304822249889576,24,13.215869229098567,0.8218408772043082,9.171555792441476,14670.833387258914,100.0,0.03203456054905007,1
f787bad7-1997-41a0-b703-ef5a2e2b7530,47,Construction Worker,Semi-Urban,1364.6105341110895,32750.652818666145,0.34975751857595816,0.7408738134350498,Mixed,812.7800341177652,24383.40102353296,0.7445164882220517,0.506512160625456,8367.251795133187,0.25548351177794826,1,0.6106692951690255,24,7.00821916131543,0.5667277033726623,33.5868112342964,8367.251795133187,100.0,0.0818352154164256,1
5a900ada-0c0c-4f72-8f44-73aedc6b1e63,55,Tailor,Semi-Urban,951.3346631021958,28540.039893065874,0.24439970121206184,0.8036003215252999,Digital,812.5162894721244,24375.48868416373,0.8540803998695893,0.6941290523059103,4164.551208902143,0.14591960013041075,1,1.0,30,12.969074968912155,0.7319648651409515,19.0,4164.551208902143,100.0,0.0,0
fc79ee43-5a62-43ea-87ed-ac76bcd1ad72,19,Cleaner,Rural,885.6229733210758,24797.443252990124,0.43236120138463136,0.6981479245830747,Cash,441.54611002681924,13246.383300804577,0.5341834303505182,0.5587340445676983,11551.059952185547,0.4658165696494818,1,0.26003384334411117,28,9.151235382444817,0.8545152916418526,24.963248961034672,11551.059952185547,100.0,0.0,1
4436fda2-bc8a-47a3-bc80-08a1a924d0ac,38,Gig Driver,Rural,408.49937399677276,11029.483097912864,0.48516216921981237,0.6733271428030796,Digital,146.38586369740915,4391.5759109222745,0.3981669740944889,0.7754386288539851,6637.907186990589,0.6018330259055111,0,0.5369771692813762,27,11.126409569950884,0.3163648768373893,6.443726031376514,6637.907186990589,100.0,0.0933008588589958,1
b20c3d02-2787-4ff3-9842-790c8d86a0a8,50,Cleaner,Rural,1130.0940419677615,23731.974881322993,0.4740350720163698,0.6784099096313053,Mixed,579.4160330997054,17382.48099299116,0.732449831078792,0.697176201461312,6349.493888331832,0.267550168921208,0,0.061672332240509165,21,9.527591447211146,0.5748421424282397,5.365492904924297,6349.493888331832,100.0,0.05330985453626161,1
08225a0d-a02d-4d0a-816e-14faae5fd092,29,Delivery Agent,Semi-Urban,1112.988205529258,26711.71693270219,0.2758654262850444,0.7837817213306848,Digital,708.9275483788133,21267.8264513644,0.7961984063003815,0.5075748310633852,5443.890481337792,0.2038015936996185,0,0.6239837557807504,24,10.789969017943934,0.6500765258829052,30.575204033256767,5443.890481337792,100.0,0.0,1
79b55dde-d575-44d2-be07-06e74c368035,39,Street Vendor,Urban,1457.036810034002,43711.10430102006,0.35818648188684155,0.736275918908252,Digital,1105.1505813812166,33154.517441436496,0.7584918745844357,0.5236139192621125,10556.586859583564,0.24150812541556427,1,0.8917597569834235,30,10.413244102996746,0.6919890250631209,77.58309885755784,10556.586859583564,100.0,0.012236571805531416,1
d0e7de10-0433-4de6-aab8-dfc311fbbc0b,61,Gig Driver,Urban,590.2498395973637,12395.246631544638,0.2753873364488631,0.7840755286032238,Cash,347.0610067204198,10411.830201612594,0.8399857228427831,0.8671134023903654,1983.4164299320437,0.16001427715721697,1,0.1408247578772059,21,9.463592883223345,0.878214719053872,11.688454903808092,1983.4164299320437,100.0,0.0,1
fcf2ac96-a18c-4423-b14d-cb9e63442c89,42,Cleaner,Urban,1183.3791192777912,24850.961504833616,0.3915534830688747,0.718621319386619,Mixed,563.8782117731022,16916.346353193065,0.6807119454876128,0.5497339042381632,7934.615151640552,0.3192880545123872,1,0.5120309958840543,21,8.200197516680316,0.5810929115370358,13.312805892985413,7934.615151640552,100.0,0.0,1
0a45ed88-a624-4e6e-952b-99a297487d3c,44,Delivery Agent,Semi-Urban,764.2848395569177,19871.405828479863,0.6510722653441234,0.605667008640337,Mixed,314.2170586971001,9426.511760913003,0.474375685458693,0.8029296048433086,10444.89406756686,0.525624314541307,1,0.11433524874897572,26,13.446974262705076,0.45378518732093664,1.9436992287325872,10444.89406756686,100.0,0.0,1
f38da157-edab-42ae-aa1a-e503a5dcfded,59,Street Vendor,Rural,926.0146291009754,14816.234065615607,0.5952945538768191,0.6268434864081002,Cash,194.93494990179076,5848.048497053723,0.3947054609933188,0.5985085724849366,8968.185568561883,0.6052945390066811,1,0.23786772059294772,16,13.327738783280953,0.8419138237866169,6.422428456009588,8968.185568561883,100.0,0.0,1
ec88eaa9-de32-4b0f-916d-451f93bfc5d5,45,Delivery Agent,Semi-Urban,1261.3900122807256,29011.97028245669,0.545042231839864,0.6472314991734447,Mixed,700.921877709702,21027.656331291062,0.7247924262491859,0.6286265475907997,7984.313951165626,0.2752075737508141,1,0.3021239436460116,23,6.568924137538577,0.9174995611757566,29.910270420955147,7984.313951165626,100.0,0.0010453926423168002,1
9af372ca-fd70-4ef8-a166-57a3b890cac2,33,Construction Worker,Urban,488.59355852466825,9771.871170493365,0.11054116489181896,0.9004618933665669,Cash,254.93251390093926,7647.975417028178,0.7826520922749788,0.5099163579081221,2123.895753465187,0.21734790772502124,0,0.2739689965067393,20,7.788169313677544,0.4869374899000006,26.30102366464697,2123.895753465187,100.0,0.0,1
